id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
33|'कहाँ राजा भोज, कहाँ गंगू तेली' लोकोक्ति का अर्थ क्या है?|दो व्यक्ति|दो अलग लोगों की तुलना|राजा और तेली|आसमान-जमीन का अंतर|आसमान-जमीन का अंतर|Hindi_Grammar_M_L|30
34|'कोयला हो तो हाथ काला' लोकोक्ति का अर्थ क्या है?|कोयले का व्यापार|बुरी संगति से बुराई लगती है|हाथ धोना|कोयला साफ करना|बुरी संगति से बुराई लगती है|Hindi_Grammar_M_L|30
35|'खोदा पहाड़ निकली चुहिया' लोकोक्ति का अर्थ क्या है?|पहाड़ खोदना|अधिक परिश्रम, कम फल|पहाड़ पर चुहिया|मेहनत न करना|अधिक परिश्रम, कम फल|Hindi_Grammar_M_L|30
36|'घर का भेदी लंका ढाए' लोकोक्ति का अर्थ क्या है?|घर की बात जानना|आपसी फूट से हानि होना|लंका पर हमला करना|भेद खोलना|आपसी फूट से हानि होना|Hindi_Grammar_M_L|30
37|'चोर की दाढ़ी में तिनका' लोकोक्ति का अर्थ क्या है?|चोर को सजा देना|अपराधी स्वयं डरता है|दाढ़ी में तिनका|चोर का चेहरा|अपराधी स्वयं डरता है|Hindi_Grammar_M_L|30
38|'जिसकी लाठी उसकी भैंस' लोकोक्ति का अर्थ क्या है?|लाठी से भैंस को हाँकना|शक्तिशाली की ही जीत होती है|भैंस पालना|लाठी खरीदना|शक्तिशाली की ही जीत होती है|Hindi_Grammar_M_L|30
39|'नाच न जाने आँगन टेढ़ा' लोकोक्ति का अर्थ क्या है?|नाचने की जगह टेढ़ी होना|काम न जानने पर बहाना बनाना|नाचना सीखना|नाच का अभ्यास|काम न जानने पर बहाना बनाना|Hindi_Grammar_M_L|30
40|'दूर के ढोल सुहावने' लोकोक्ति का अर्थ क्या है?|ढोल बजाना|दूर की वस्तु अच्छी लगना|ढोल की आवाज दूर तक जाना|ढोल खरीदना|दूर की वस्तु अच्छी लगना|Hindi_Grammar_M_L|30
41|'धोबी का कुत्ता, न घर का न घाट का' लोकोक्ति का अर्थ क्या है?|धोबी का कुत्ता|कहीं का न रहना|धोबी के घर रहना|कुत्ते को टहलाना|कहीं का न रहना|Hindi_Grammar_M_L|30
42|'पानी-पानी होना' मुहावरे का अर्थ क्या है?|शर्मिंदा होना|पानी में खेलना|नहा लेना|प्यास लगना|शर्मिंदा होना|Hindi_Grammar_M_L|30
43|'फूँक-फूँककर कदम रखना' मुहावरे का अर्थ क्या है?|सावधानी से काम करना|कदमों की आहट|फूँक मारना|जल्दी चलना|सावधानी से काम करना|Hindi_Grammar_M_L|30
44|'मुँह की खाना' मुहावरे का अर्थ क्या है?|हार जाना|खाना खाकर मुँह धोना|गिर जाना|शर्मिंदा होना|हार जाना|Hindi_Grammar_M_L|30
45|'हाथ-पाँव फूल जाना' मुहावरे का अर्थ क्या है?|घबरा जाना|हाथ-पाँव फूलना|दौड़ना|थक जाना|घबरा जाना|Hindi_Grammar_M_L|30
46|'आँखें दिखाना' मुहावरे का अर्थ क्या है?|गुस्सा करना|आँखों का परीक्षण|प्यार करना|आँखें खोलना|गुस्सा करना|Hindi_Grammar_M_L|30
47|'दाल में कुछ काला होना' मुहावरे का अर्थ क्या है?|दाल में कुछ गिर जाना|कुछ गड़बड़ होना|दाल को जलाना|दाल खराब होना|कुछ गड़बड़ होना|Hindi_Grammar_M_L|30
48|'गागर में सागर भरना' मुहावरे का अर्थ क्या है?|कम शब्दों में अधिक कहना|गागर में सागर का पानी भरना|गागर में पानी भरना|सागर को गागर में डालना|कम शब्दों में अधिक कहना|Hindi_Grammar_M_L|30
49|'अगर-मगर करना' मुहावरे का अर्थ क्या है?|बहाना बनाना|अगर और मगर बोलना|हाँ-ना करना|मान जाना|बहाना बनाना|Hindi_Grammar_M_L|30
50|'अक्ल पर पत्थर पड़ना' मुहावरे का अर्थ क्या है?|पत्थर मारना|बुद्धि भ्रष्ट होना|होशियार होना|पत्थर तोड़ना|बुद्धि भ्रष्ट होना|Hindi_Grammar_M_L|30
51|'अंग-अंग ढीला होना' मुहावरे का अर्थ क्या है?|बहुत थक जाना|शरीर कमजोर होना|बीमार होना|खुश होना|बहुत थक जाना|Hindi_Grammar_M_L|30
52|'आँखों में धूल झोंकना' मुहावरे का अर्थ क्या है?|धूल डालना|धोखा देना|आँखों की सफाई|देख न पाना|धोखा देना|Hindi_Grammar_M_L|30
53|'आसमान सिर पर उठाना' मुहावरे का अर्थ क्या है?|बहुत शोर करना|आसमान पर चढ़ना|गुस्सा करना|भारी वजन उठाना|बहुत शोर करना|Hindi_Grammar_M_L|30
54|'ऊँट के मुँह में जीरा' लोकोक्ति का अर्थ क्या है?|ऊँट को जीरा खिलाना|आवश्यकता से बहुत कम|ऊँट को खाना देना|जीरे का सेवन|आवश्यकता से बहुत कम|Hindi_Grammar_M_L|30
55|'एड़ी-चोटी का जोर लगाना' मुहावरे का अर्थ क्या है?|कूदना|पूरा बल/प्रयास लगाना|एड़ी-चोटी मिलाना|सो जाना|पूरा बल/प्रयास लगाना|Hindi_Grammar_M_L|30
56|'कलेजे पर साँप लोटना' मुहावरे का अर्थ क्या है?|ईर्ष्या करना|साँप से डरना|साँप काटना|बहुत दुखी होना|ईर्ष्या करना|Hindi_Grammar_M_L|30
57|'खटाई में पड़ना' मुहावरे का अर्थ क्या है?|अड़चन आना|खट्टी वस्तु खाना|खट्टा हो जाना|नुकसान होना|अड़चन आना|Hindi_Grammar_M_L|30
58|'गुड़ गोबर कर देना' मुहावरे का अर्थ क्या है?|काम बिगाड़ देना|गुड़ और गोबर मिलाना|अच्छा काम करना|गुड़ बनाना|काम बिगाड़ देना|Hindi_Grammar_M_L|30
59|'घाट-घाट का पानी पीना' मुहावरे का अर्थ क्या है?|बहुत अनुभवी होना|पानी पीना|नदी-तालाब घूमना|घर-घर घूमना|बहुत अनुभवी होना|Hindi_Grammar_M_L|30
60|'चिकना घड़ा' मुहावरे का अर्थ क्या है?|चिकना बर्तन|जिस पर असर न हो|सुंदर होना|अमीर होना|जिस पर असर न हो|Hindi_Grammar_M_L|30
61|'टस से मस न होना' मुहावरे का अर्थ क्या है?|बिल्कुल न हिलना|थोड़ा हिलना|डर जाना|मान जाना|बिल्कुल न हिलना|Hindi_Grammar_M_L|30
62|'ठेंगा दिखाना' मुहावरे का अर्थ क्या है?|अंगूठा दिखाना|मना कर देना/चिढ़ाना|हाँ कहना|चलते जाना|मना कर देना/चिढ़ाना|Hindi_Grammar_M_L|30
63|'तिल का ताड़ बनाना' मुहावरे का अर्थ क्या है?|बात को बढ़ा-चढ़ाकर कहना|तिल तोड़ना|ताड़ का पेड़|छोटी बात कहना|बात को बढ़ा-चढ़ाकर कहना|Hindi_Grammar_M_L|30
64|'दिमाग चाटना' मुहावरे का अर्थ क्या है?|परेशान करना|दिमाग को चाटना|दिमाग में चोट लगना|दिमाग से काम लेना|परेशान करना|Hindi_Grammar_M_L|30
65|'दूध का दूध, पानी का पानी' लोकोक्ति का अर्थ क्या है?|दूध में पानी मिलाना|सही न्याय करना|दूध और पानी अलग करना|दूध बेचना|सही न्याय करना|Hindi_Grammar_M_L|30
66|'दाँत खट्टे करना' मुहावरे का अर्थ क्या है?|परास्त करना|दाँतों में खट्टापन|दाँत तोड़ना|खट्टा फल खाना|परास्त करना|Hindi_Grammar_M_L|30
67|'नकेल कसना' मुहावरे का अर्थ क्या है?|नियंत्रण में करना|नकेल लगाना|नाक पर रस्सी डालना|नाक साफ करना|नियंत्रण में करना|Hindi_Grammar_M_L|30
68|'पगड़ी उछालना' मुहावरे का अर्थ क्या है?|पगड़ी पहनना|इज्जत उछालना/अपमान करना|पगड़ी खरीदना|हँसना|इज्जत उछालना/अपमान करना|Hindi_Grammar_M_L|30
69|'पानी फेर देना' मुहावरे का अर्थ क्या है?|काम बिगाड़ देना|पानी डालना|पानी साफ करना|काम बनाना|काम बिगाड़ देना|Hindi_Grammar_M_L|30
70|'फूटी आँख न सुहाना' मुहावरे का अर्थ क्या है?|बिल्कुल अच्छा न लगना|आँख में फूटना|न देख पाना|रोना|बिल्कुल अच्छा न लगना|Hindi_Grammar_M_L|30
71|'बाएँ हाथ का खेल' मुहावरे का अर्थ क्या है?|बाएँ हाथ से खेलना|बहुत आसान काम|मुश्किल काम|खेलना|बहुत आसान काम|Hindi_Grammar_M_L|30
72|'भीगी बिल्ली बनना' मुहावरे का अर्थ क्या है?|डरकर सहम जाना|बिल्ली को नहलाना|बिल्ली बनना|खुश होना|डरकर सहम जाना|Hindi_Grammar_M_L|30
73|'मक्खी मारना' मुहावरे का अर्थ क्या है?|मक्खी भगाना|खाली बैठना/बेकार रहना|काम करना|मक्खी मारना|खाली बैठना/बेकार रहना|Hindi_Grammar_M_L|30
74|'रातों रात' मुहावरे का अर्थ क्या है?|रात में|बहुत जल्दी|धीरे-धीरे|रात भर|बहुत जल्दी|Hindi_Grammar_M_L|30
75|'रोटी तोड़ना' मुहावरे का अर्थ क्या है?|रोटी खाना|बिना काम किए खाना|रोटी पकाना|रोटी बनाना|बिना काम किए खाना|Hindi_Grammar_M_L|30
76|'सिर पर कफ़न बाँधना' मुहावरे का अर्थ क्या है?|मरने के लिए तैयार होना|कफ़न पहनना|सिर पर पट्टी बाँधना|डर जाना|मरने के लिए तैयार होना|Hindi_Grammar_M_L|30
77|'हाथ-पाँव मारना' मुहावरे का अर्थ क्या है?|भाग जाना|कोशिश करना|हाथ-पाँव चलाना|शांत रहना|कोशिश करना|Hindi_Grammar_M_L|30
78|'हड्डी-पसली एक करना' मुहावरे का अर्थ क्या है?|बहुत पीटना|हड्डी तोड़ना|कमजोर होना|थक जाना|बहुत पीटना|Hindi_Grammar_M_L|30
79|'अंधेर नगरी चौपट राजा' लोकोक्ति का अर्थ क्या है?|जहाँ अंधेर हो|अन्याय और कुशासन का स्थान|अंधे राजा की नगरी|अंधेरा होना|अन्याय और कुशासन का स्थान|Hindi_Grammar_M_L|30
80|'अपनी गली में कुत्ता भी शेर होता है' लोकोक्ति का अर्थ क्या है?|कुत्ते का शेर बनना|हर कोई अपने क्षेत्र में साहसी होता है|शेर का आना|गली में कुत्ता|हर कोई अपने क्षेत्र में साहसी होता है|Hindi_Grammar_M_L|30
81|'आप भला तो जग भला' लोकोक्ति का अर्थ क्या है?|खुद अच्छा तो दुनिया अच्छी|खुद की भलाई|दुनिया का भला|खुद को बुरा कहना|खुद अच्छा तो दुनिया अच्छी|Hindi_Grammar_M_L|30
82|'एक ही थाली के चट्टे-बट्टे' लोकोक्ति का अर्थ क्या है?|एक जैसा होना|एक थाली में खाना|थाली साफ करना|सब अलग-अलग होना|एक जैसा होना|Hindi_Grammar_M_L|30
83|'कोल्हू का बैल' मुहावरे का अर्थ क्या है?|बैल को कोल्हू में जोतना|रात-दिन काम में लगे रहना|बहुत घूमना|कोल्हू चलाना|रात-दिन काम में लगे रहना|Hindi_Grammar_M_L|30
84|'काला अक्षर भैंस बराबर' लोकोक्ति का अर्थ क्या है?|भैंस का रंग काला|बिल्कुल अनपढ़ होना|अक्षर लिखना|भैंस को पढ़ाना|बिल्कुल अनपढ़ होना|Hindi_Grammar_M_L|30
85|'गंगा गए गंगादास, जमुना गए जमुनादास' लोकोक्ति का अर्थ क्या है?|अवसरवादी होना|गंगा-जमुना घूमना|धार्मिक होना|पवित्र होना|अवसरवादी होना|Hindi_Grammar_M_L|30
86|'तेल देखो, तेल की धार देखो' लोकोक्ति का अर्थ क्या है?|तेल देखना|परिणाम की प्रतीक्षा करना|तेल डालना|तेल की धार देखना|परिणाम की प्रतीक्षा करना|Hindi_Grammar_M_L|30
87|'नेकी कर दरिया में डाल' लोकोक्ति का अर्थ क्या है?|नेकी करना|भलाई करके भूल जाना|नेकी को दरिया में डालना|दरिया में फेंकना|भलाई करके भूल जाना|Hindi_Grammar_M_L|30
88|'पाँचों उँगलियाँ घी में' मुहावरे का अर्थ क्या है?|पाँचों उँगलियाँ घी में डालना|हर तरह से लाभ होना|घी खाना|पैसे कमाना|हर तरह से लाभ होना|Hindi_Grammar_M_L|30
89|'बहती गंगा में हाथ धोना' मुहावरे का अर्थ क्या है?|गंगा में हाथ धोना|अवसर का लाभ उठाना|गंगा में नहाना|बहती नदी देखना|अवसर का लाभ उठाना|Hindi_Grammar_M_L|30
90|'सौ सुनार की, एक लोहार की' लोकोक्ति का अर्थ क्या है?|सुनार और लोहार|कमजोर की अपेक्षा ताकतवर का काम प्रभावी|सौ बार सुनना|लोहार का काम|कमजोर की अपेक्षा ताकतवर का काम प्रभावी|Hindi_Grammar_M_L|30
91|'एक और एक ग्यारह' मुहावरे का अर्थ क्या है?|जोड़ना|संगठन में शक्ति|हिसाब करना|अकेला होना|संगठन में शक्ति|Hindi_Grammar_M_L|30
92|'खरी-खोटी सुनाना' मुहावरे का अर्थ क्या है?|भला-बुरा कहना|खरी-खोटी बातें करना|खरी बातें कहना|झूठ बोलना|भला-बुरा कहना|Hindi_Grammar_M_L|30
93|'टूट पड़ना' मुहावरे का अर्थ क्या है?|हमला करना|गिर जाना|टूट जाना|खराब होना|हमला करना|Hindi_Grammar_M_L|30
94|'नाम कमाना' मुहावरे का अर्थ क्या है?|प्रसिद्ध होना|नाम लिखना|पैसा कमाना|नाम पूछना|प्रसिद्ध होना|Hindi_Grammar_M_L|30
95|'पेट में चूहे दौड़ना' मुहावरे का अर्थ क्या है?|चूहा दौड़ना|बहुत भूख लगना|चूहा पालना|पेट में दर्द होना|बहुत भूख लगना|Hindi_Grammar_M_L|30
96|'बातों में आना' मुहावरे का अर्थ क्या है?|धोखा खाना|बातचीत करना|बात समझना|बात सुनना|धोखा खाना|Hindi_Grammar_M_L|30
97|'मगरमच्छ के आँसू बहाना' मुहावरे का अर्थ क्या है?|मगरमच्छ का रोना|झूठे आँसू बहाना|दुखी होना|आँसू बहाना|झूठे आँसू बहाना|Hindi_Grammar_M_L|30
98|'लोहा लेना' मुहावरे का अर्थ क्या है?|लड़ाई करना|लोहा खरीदना|मुकाबला करना|लोहे का काम करना|मुकाबला करना|Hindi_Grammar_M_L|30
99|'हथेली पर सरसों उगाना' मुहावरे का अर्थ क्या है?|सरसों उगाना|असंभव कार्य करना|हाथ पर कुछ उगाना|सरसों बेचना|असंभव कार्य करना|Hindi_Grammar_M_L|30
100|'हाथी के दाँत खाने के और, दिखाने के और' लोकोक्ति का अर्थ क्या है?|दिखाना|कुछ और, करना कुछ और|हाथी के दाँत|खाना और दिखाना|कुछ और, करना कुछ और|Hindi_Grammar_M_L|30
