id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
18|कविता का केंद्रीय भाव क्या है?|मानव सेवा और कल्याण|धन कमाना|शक्ति प्रदर्शन|ईर्ष्या और द्वेष|मानव सेवा और कल्याण|Non-Hindi_C8|30
19|'चमन' का क्या अर्थ है?|जंगल|रेगिस्तान|बगीचा/देश|पहाड़|बगीचा/देश|Non-Hindi_C8|30
20|बच्चा अपने 'चमन' को कैसे सुंदर बनाना चाहता है?|जैसे फूल से बाग सुंदर होता है|जैसे सोने से महल सुंदर होता है|जैसे कपड़ों से इंसान सुंदर होता है|जैसे पानी से नदी सुंदर होती है|जैसे फूल से बाग सुंदर होता है|Non-Hindi_C8|30
21|'तमन्ना' का क्या अर्थ है?|गुस्सा|नफरत|इच्छा|डर|इच्छा|Non-Hindi_C8|30
22|मुहम्मद इक़बाल को और किस नाम से जाना जाता है?|शायर-ए-मशरिक़|मिर्ज़ा गालिब|मीर तक़ी मीर|अमीर खुसरो|शायर-ए-मशरिक़|Non-Hindi_C8|30
23|कविता के अनुसार, बच्चे का शौक क्या है?|खेलना-कूदना|पढ़ना-लिखना|दूसरों की सेवा करना|पैसे कमाना|दूसरों की सेवा करना|Non-Hindi_C8|30
24|'इल्म' का क्या अर्थ है?|दौलत|ताकत|अज्ञानता|ज्ञान/शिक्षा|ज्ञान/शिक्षा|Non-Hindi_C8|30
25|बच्चा किसकी हिमायत करना चाहता है?|अमीरों की|गरीबों की|जानवरों की|पेड़ों की|गरीबों की|Non-Hindi_C8|30
26|'हिमायत' शब्द का क्या अर्थ है?|विरोध करना|समर्थन या तरफदारी करना|लड़ाई करना|बात करना|समर्थन या तरफदारी करना|Non-Hindi_C8|30
27|यह दुआ किस भाषा में लिखी गई है?|हिन्दी|अरबी|फारसी|उर्दू|उर्दू|Non-Hindi_C8|30
28|'परवाना' किसे कहते हैं?|मच्छर|तितली|पतंगा (जो शमा पर जलता है)|मधुमक्खी|पतंगा (जो शमा पर जलता है)|Non-Hindi_C8|30
29|बच्चा 'परवाना' की तरह क्या करना चाहता है?|उड़ना चाहता है|ज्ञान की रोशनी से प्रेम करना चाहता है|आग से खेलना चाहता है|फूलों पर बैठना चाहता है|ज्ञान की रोशनी से प्रेम करना चाहता है|Non-Hindi_C8|30
30|'राहे-हक़' का क्या अर्थ है?|बुराई का रास्ता|सच्चाई और नेकी का रास्ता|अमीरी का रास्ता|जंगल का रास्ता|सच्चाई और नेकी का रास्ता|Non-Hindi_C8|30
31|बच्चा ईश्वर से किस राह पर चलाने की दुआ करता है?|नेक राह पर|बद राह पर|कठिन राह पर|सरल राह पर|नेक राह पर|Non-Hindi_C8|30
32|'मेरा काम गरीबों की हिमायत करना' - यह किसका संकल्प है?|कवि का|बच्चे का|अमीर आदमी का|राजा का|बच्चे का|Non-Hindi_C8|30
33|इस कविता में बच्चे के माध्यम से कवि ने क्या संदेश दिया है?|स्वार्थी बनने का|देश और समाज की सेवा का|सिर्फ इबादत करने का|पैसे कमाने का|देश और समाज की सेवा का|Non-Hindi_C8|30
34|'सूरत' का पर्यायवाची शब्द क्या है?|चेहरा|सीरत|किस्मत|बात|चेहरा|Non-Hindi_C8|30
35|कविता में 'फूल' किसका प्रतीक है?|सुंदरता|खुशबू|अच्छे काम और सद्गुण|प्रकृति|अच्छे काम और सद्गुण|Non-Hindi_C8|30
36|'बुत' का क्या अर्थ है?|भगवान|मूर्ति|शैतान|इंसान|मूर्ति|Non-Hindi_C8|30
37|कविता में कैसा भाव प्रमुख है?|निराशा का|प्रेम और सेवा का|क्रोध का|घृणा का|प्रेम और सेवा का|Non-Hindi_C8|30
38|बच्चा किससे प्यार करना चाहता है?|सिर्फ खुद से|सिर्फ परिवार से|वतन के लोगों और ज्ञान से|सिर्फ दोस्तों से|वतन के लोगों और ज्ञान से|Non-Hindi_C8|30
39|'अल्लामा इक़बाल' कहाँ के प्रसिद्ध शायर थे?|भारत/पाकिस्तान (अविभाजित भारत)|ईरान|इराक|तुर्की|भारत/पाकिस्तान (अविभाजित भारत)|Non-Hindi_C8|30
40|'ज़िंदगी हो मेरी परवाने की सूरत या रब' - इस पंक्ति में कौन सा अलंकार है?|उपमा|रूपक|यमक|अनुप्रास|उपमा|Non-Hindi_C8|30
41|यह कविता हमें क्या बनने की प्रेरणा देती है?|अच्छा इंसान और देशभक्त|अमीर आदमी|शक्तिशाली व्यक्ति|एक बड़ा व्यापारी|अच्छा इंसान और देशभक्त|Non-Hindi_C8|30
42|'वतन' का क्या अर्थ है?|घर|गाँव|शहर|देश|देश|Non-Hindi_C8|30
43|कविता के अनुसार, हमें किसके दुख-दर्द को समझना चाहिए?|सिर्फ अपना|दूसरों का|जानवरों का|किसी का नहीं|दूसरों का|Non-Hindi_C8|30
44|बच्चा अपने दम से क्या दूर करना चाहता है?|गरीबी|अंधेरा (अज्ञान)|बीमारी|दुश्मनी|अंधेरा (अज्ञान)|Non-Hindi_C8|30
45|'उम्र' का पर्यायवाची क्या है?|दिन|साल|जीवन/आयु|समय|जीवन/आयु|Non-Hindi_C8|30
46|कविता में बच्चे की सबसे बड़ी इच्छा क्या है?|दुनिया को बेहतर बनाना|खूब खेलना|अमीर बनना|राजा बनना|दुनिया को बेहतर बनाना|Non-Hindi_C8|30
47|'या रब' का क्या अर्थ है?|हे शैतान|हे इंसान|हे ईश्वर|हे दोस्त|हे ईश्वर|Non-Hindi_C8|30
48|यह कविता किस उम्र के बच्चों के लिए विशेष रूप से प्रासंगिक है?|शिशु|किशोर|स्कूली बच्चे|युवा|स्कूली बच्चे|Non-Hindi_C8|30
49|कविता का संदेश कैसा है?|स्थानीय|राष्ट्रीय|सार्वभौमिक|पारिवारिक|सार्वभौमिक|Non-Hindi_C8|30
50|'इबादत' का क्या अर्थ है?|प्रार्थना/पूजा|नृत्य|गायन|खेल|प्रार्थना/पूजा|Non-Hindi_C8|30
