id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
11|भारत सरकार ने 'उदारीकरण' की नीति कब अपनाई?|1950|1991|2000|2010|1991|Economics_C4|30
12|'व्यापार अवरोधक' (Trade Barriers) क्या हैं?|केवल निर्यात को बढ़ावा देना|आयात पर लगाए गए प्रतिबंध, जैसे कर (Tax) या कोटा (Quota)|केवल घरेलू व्यापार|विदेशी निवेश को बढ़ावा देना|आयात पर लगाए गए प्रतिबंध, जैसे कर (Tax) या कोटा (Quota)|Economics_C4|30
13|भारत सरकार ने उदारीकरण की नीति क्यों अपनाई?|विदेशी प्रतिस्पर्धा से घरेलू उद्योगों को बचाना|वैश्विक प्रतिस्पर्धा में भाग लेना और विदेशी निवेश को आकर्षित करना|केवल बेरोजगारी बढ़ाना|उत्पादन की लागत बढ़ाना|वैश्विक प्रतिस्पर्धा में भाग लेना और विदेशी निवेश को आकर्षित करना|Economics_C4|30
14|'विश्व व्यापार संगठन' (World Trade Organization - WTO) का मुख्य उद्देश्य क्या है?|केवल अमीर देशों के व्यापार को नियंत्रित करना|अंतर्राष्ट्रीय व्यापार को उदार बनाना और व्यापार अवरोधों को हटाना|केवल घरेलू उद्योगों को बढ़ावा देना|केवल सैन्य शक्ति बढ़ाना|अंतर्राष्ट्रीय व्यापार को उदार बनाना और व्यापार अवरोधों को हटाना|Economics_C4|30
15|WTO की स्थापना कब हुई?|1945|1995|2000|2010|1995|Economics_C4|30
16|वैश्वीकरण का भारतीय अर्थव्यवस्था पर सबसे बड़ा लाभ क्या है?|उपभोक्ताओं के लिए अधिक विकल्प और कम कीमतें|केवल किसानों के लिए लाभ|सरकारी नौकरियों में वृद्धि|केवल बड़े उत्पादकों को लाभ|उपभोक्ताओं के लिए अधिक विकल्प और कम कीमतें|Economics_C4|30
17|वैश्वीकरण का भारतीय उत्पादकों (विशेषकर छोटे) पर क्या प्रभाव पड़ा है?|उनके लिए प्रतिस्पर्धा करना आसान हो गया है|उन्हें कड़ी प्रतिस्पर्धा का सामना करना पड़ा है|उनके लाभ में अत्यधिक वृद्धि हुई है|केवल निर्यात में वृद्धि हुई है|उन्हें कड़ी प्रतिस्पर्धा का सामना करना पड़ा है|Economics_C4|30
18|वैश्वीकरण से कौन-सा उद्योग सबसे अधिक प्रभावित हुआ है?|सूचना प्रौद्योगिकी|खिलौना और कपड़ा (छोटे उत्पादक)|केवल सरकारी उद्योग|रेलवे|खिलौना और कपड़ा (छोटे उत्पादक)|Economics_C4|30
19|भारत में वैश्वीकरण से किस क्षेत्रक में रोजगार के अवसर बढ़े हैं?|कृषि|सेवा क्षेत्रक (IT, कॉल सेंटर)|केवल खनन|विनिर्माण (छोटे उद्योग)|सेवा क्षेत्रक (IT, कॉल सेंटर)|Economics_C4|30
20|MNCs किस प्रकार 'स्थानीय कंपनियों' (Local Companies) के साथ प्रतिस्पर्धा करती हैं?|उन्हें खरीदकर या उनके साथ साझेदारी करके|केवल उन्हें सब्सिडी देकर|उन्हें अनदेखा करके|केवल सरकारी नियंत्रण से|उन्हें खरीदकर या उनके साथ साझेदारी करके|Economics_C4|30
21|वैश्वीकरण का श्रमिकों पर क्या प्रभाव पड़ा है?|निश्चित रोजगार की सुरक्षा|असंगठित क्षेत्रक में नौकरी की अनिश्चितता और कड़ी प्रतिस्पर्धा|उच्च वेतन और लाभ|केवल संगठित क्षेत्रक में रोजगार|असंगठित क्षेत्रक में नौकरी की अनिश्चितता और कड़ी प्रतिस्पर्धा|Economics_C4|30
22|भारत में 'विशेष आर्थिक क्षेत्र' (Special Economic Zones - SEZs) क्यों स्थापित किए गए हैं?|पर्यटन को बढ़ावा देने के लिए|विदेशी कंपनियों को आकर्षित करने के लिए कर लाभ और विश्व स्तरीय सुविधाएँ प्रदान करने हेतु|केवल कृषि उत्पादन बढ़ाना|सरकारी नियंत्रण को मजबूत करना|विदेशी कंपनियों को आकर्षित करने के लिए कर लाभ और विश्व स्तरीय सुविधाएँ प्रदान करने हेतु|Economics_C4|30
23|वैश्वीकरण को 'न्यायसंगत' (Fair) बनाने के लिए क्या आवश्यक है?|सरकार द्वारा सख्त व्यापार अवरोधक|वैश्वीकरण के लाभ सभी को मिलें और सरकार कमजोर वर्गों की रक्षा करे|केवल MNCs को लाभ|केवल निर्यात में वृद्धि|वैश्वीकरण के लाभ सभी को मिलें और सरकार कमजोर वर्गों की रक्षा करे|Economics_C4|30
24|WTO में विकासशील देशों की मुख्य मांग क्या है?|विकसित देशों द्वारा अपने व्यापार अवरोधकों को हटाना|केवल कृषि पर प्रतिबंध|अधिक सरकारी नियंत्रण|केवल विदेशी निवेश पर प्रतिबंध|विकसित देशों द्वारा अपने व्यापार अवरोधकों को हटाना|Economics_C4|30
25|वैश्वीकरण से 'उपभोक्ता' (Consumers) को क्या लाभ हुआ है?|कम विकल्प|बेहतर गुणवत्ता वाले उत्पाद और कम कीमतें|उच्च बेरोजगारी|केवल घरेलू उत्पाद|बेहतर गुणवत्ता वाले उत्पाद और कम कीमतें|Economics_C4|30
26|MNCs उत्पादन लागत कम करने के लिए कहाँ निवेश करना पसंद करती हैं?|विकासशील देशों में, जहाँ कम श्रम लागत हो|विकसित देशों में|केवल एक ही देश में|पहाड़ी क्षेत्रों में|विकासशील देशों में, जहाँ कम श्रम लागत हो|Economics_C4|30
27|'सूचना और संचार प्रौद्योगिकी' (ICT) ने वैश्वीकरण में क्या भूमिका निभाई है?|दूर-दराज के स्थानों पर सेवाओं को सक्षम बनाना|वैश्वीकरण को धीमा करना|केवल कृषि उत्पादन बढ़ाना|केवल व्यापार अवरोधक बढ़ाना|दूर-दराज के स्थानों पर सेवाओं को सक्षम बनाना|Economics_C4|30
28|विदेशी निवेश को प्रोत्साहित करने के लिए भारत सरकार ने क्या कदम उठाए हैं?|व्यापार अवरोधक बढ़ाना|कर लाभ देना और SEZs बनाना|विदेशी कंपनियों को प्रतिबंधित करना|केवल सरकारी क्षेत्रक को बढ़ावा देना|कर लाभ देना और SEZs बनाना|Economics_C4|30
29|MNCs किस प्रकार एक देश की घरेलू नीतियों को प्रभावित कर सकती हैं?|अपने बड़े निवेश और व्यापारिक हितों के कारण|केवल सामाजिक कार्य करके|उन्हें अनदेखा करके|केवल निर्यात को नियंत्रित करके|अपने बड़े निवेश और व्यापारिक हितों के कारण|Economics_C4|30
30|वैश्वीकरण ने किस प्रकार के श्रम बाजार को बढ़ावा दिया है?|निश्चित और संगठित|असंगठित और लचीला (Flexible)|केवल सरकारी नौकरियाँ|केवल कृषि श्रमिक|असंगठित और लचीला (Flexible)|Economics_C4|30
31|MNCs किस चीज का उपयोग करके अपने उत्पादन को वैश्विक रूप से नियंत्रित करती हैं?|तकनीक और विदेशी निवेश|केवल घरेलू उत्पादन|केवल सरकारी नियंत्रण|स्थानीय उत्पादकों पर निर्भरता|तकनीक और विदेशी निवेश|Economics_C4|30
32|वैश्वीकरण का किस वर्ग पर नकारात्मक प्रभाव पड़ा है?|बड़े उत्पादक|छोटे उत्पादक और असंगठित क्षेत्र के श्रमिक|केवल उच्च आय वाले लोग|केवल IT पेशेवर|छोटे उत्पादक और असंगठित क्षेत्र के श्रमिक|Economics_C4|30
33|वैश्वीकरण ने 'अंतर्राष्ट्रीय श्रम संगठन' (ILO) को किस बात पर ध्यान देने के लिए प्रेरित किया है?|श्रमिकों को उच्च वेतन|श्रमिकों के अधिकारों और कार्यस्थल सुरक्षा पर|केवल MNCs के लाभ|केवल निर्यात नियंत्रण|श्रमिकों के अधिकारों और कार्यस्थल सुरक्षा पर|Economics_C4|30
34|वैश्वीकरण के विरोध का मुख्य कारण क्या है?|केवल आर्थिक विकास|न्यायसंगत वितरण का अभाव और कुछ समूहों पर नकारात्मक प्रभाव|उच्च प्रतिस्पर्धा|केवल सरकारी नियंत्रण|न्यायसंगत वितरण का अभाव और कुछ समूहों पर नकारात्मक प्रभाव|Economics_C4|30
35|MNCs उत्पादन के लिए स्थानीय कंपनियों का अधिग्रहण (Buying up) क्यों करती हैं?|उनके पास बेहतर तकनीक है|बाजार और उत्पादन सुविधाओं को नियंत्रित करने के लिए|केवल सामाजिक कार्य|सरकार को नियंत्रित करने के लिए|बाजार और उत्पादन सुविधाओं को नियंत्रित करने के लिए|Economics_C4|30
36|वैश्वीकरण में कौन-सा कारक सबसे तेजी से सुधरा है?|श्रम कानून|परिवहन तकनीक (Transportation Technology)|स्थानीय संस्कृति|सरकारी नियंत्रण|परिवहन तकनीक (Transportation Technology)|Economics_C4|30
37|'पूंजी प्रवाह' (Capital Flow) का क्या अर्थ है?|केवल श्रम का आवागमन|विदेशी निवेश और ऋण का एक देश से दूसरे देश में आवागमन|केवल एक ही देश में व्यापार|आयात और निर्यात पर प्रतिबंध|विदेशी निवेश और ऋण का एक देश से दूसरे देश में आवागमन|Economics_C4|30
38|वैश्वीकरण ने किस प्रकार 'संस्कृति' को प्रभावित किया है?|केवल पश्चिमी संस्कृति का प्रभुत्व|विश्व स्तर पर विचारों और संस्कृतियों का आदान-प्रदान|स्थानीय संस्कृति को मजबूत करना|कोई प्रभाव नहीं|विश्व स्तर पर विचारों और संस्कृतियों का आदान-प्रदान|Economics_C4|30
39|MNCs उत्पादन कहाँ स्थापित करना पसंद करती हैं?|जहाँ सरकारी नियंत्रण अधिक हो|जहाँ बाजार के पास हो और कुशल श्रमिक कम कीमत पर उपलब्ध हों|जहाँ कोई तकनीक न हो|केवल ग्रामीण क्षेत्रों में|जहाँ बाजार के पास हो और कुशल श्रमिक कम कीमत पर उपलब्ध हों|Economics_C4|30
40|'सूचना प्रौद्योगिकी' (Information Technology) का उदाहरण क्या है?|टेलीकॉम, कंप्यूटर, इंटरनेट|केवल मशीनरी|केवल कृषि|केवल कच्चा तेल|टेलीकॉम, कंप्यूटर, इंटरनेट|Economics_C4|30
41|भारत में वैश्वीकरण से कौन-सा क्षेत्र सबसे ज्यादा लाभान्वित हुआ है?|IT और आउटसोर्सिंग (Outsourcing)|कृषि|सरकारी क्षेत्र|रेलवे|IT और आउटसोर्सिंग (Outsourcing)|Economics_C4|30
42|'आउटसोर्सिंग' (Outsourcing) क्या है?|घरेलू उत्पादन|किसी अन्य देश में किसी बाहरी स्रोत से व्यावसायिक सेवाएँ प्राप्त करना|केवल निर्यात|केवल आयात|किसी अन्य देश में किसी बाहरी स्रोत से व्यावसायिक सेवाएँ प्राप्त करना|Economics_C4|30
43|भारत में आउटसोर्सिंग का मुख्य कारण क्या है?|उच्च ब्याज दर|कम लागत पर कुशल श्रम की उपलब्धता|केवल विदेशी निवेश पर प्रतिबंध|उच्च सरकारी नियंत्रण|कम लागत पर कुशल श्रम की उपलब्धता|Economics_C4|30
44|वैश्वीकरण से उत्पन्न होने वाली 'आय असमानता' (Income Inequality) को कम करने के लिए सरकार को क्या करना चाहिए?|केवल MNCs पर प्रतिबंध|कल्याणकारी नीतियाँ और रोजगार सृजन|ट्रेड बैरियर बढ़ाना|केवल अमीर लोगों को सब्सिडी|कल्याणकारी नीतियाँ और रोजगार सृजन|Economics_C4|30
45|WTO का प्रमुख कार्य क्या है?|देशों के बीच व्यापार विवादों का निपटारा करना|केवल सैन्य शक्ति बढ़ाना|केवल घरेलू उद्योगों को नियंत्रित करना|केवल एक ही देश का व्यापार नियंत्रित करना|देशों के बीच व्यापार विवादों का निपटारा करना|Economics_C4|30
46|MNCs विदेशी व्यापार को कैसे प्रभावित करती हैं?|उत्पादन के लिए दुनिया भर में स्थान चुनकर|केवल घरेलू उत्पादन करके|केवल निर्यात पर प्रतिबंध लगाकर|केवल एक देश से व्यापार करके|उत्पादन के लिए दुनिया भर में स्थान चुनकर|Economics_C4|30
47|भारत में वैश्वीकरण के बाद किस प्रकार के उद्योगों ने प्रतिस्पर्धा का सामना किया है?|बड़े पैमाने के उद्योग|छोटे पैमाने के उद्योग|सरकारी उद्योग|रक्षा उद्योग|छोटे पैमाने के उद्योग|Economics_C4|30
48|वैश्वीकरण से कौन-सी प्रक्रिया बाधित होती है?|घरेलू उत्पादन|अंतर्राष्ट्रीय व्यापार|संसाधनों का उपयोग|सामाजिक समानता|सामाजिक समानता|Economics_C4|30
49|वैश्वीकरण के कारण भारत में 'उपभोक्ताओं' की क्या स्थिति है?|उनके पास कम विकल्प हैं|उनके पास उत्पादों के अधिक विकल्प और बेहतर गुणवत्ता है|वे केवल महंगे उत्पाद खरीद रहे हैं|वे केवल घरेलू उत्पाद खरीद रहे हैं|उनके पास उत्पादों के अधिक विकल्प और बेहतर गुणवत्ता है|Economics_C4|30
50|वैश्वीकरण को न्यायसंगत बनाने के लिए सरकार को क्या सुनिश्चित करना चाहिए?|केवल बड़े उत्पादकों को लाभ|श्रम कानूनों का प्रभावी कार्यान्वयन और कमजोर वर्गों के लिए सुरक्षा|केवल विदेशी निवेश पर प्रतिबंध|केवल आयात पर प्रतिबंध|श्रम कानूनों का प्रभावी कार्यान्वयन और कमजोर वर्गों के लिए सुरक्षा|Economics_C4|30
